"capture" "gender" "age" "reason" "nation"
"1423" 1 1 1 0 "North Africa"
"1424" 1 1 1 0 "American and Australia"
"1425" 1 1 1 0 "North Africa"
"1426" 1 1 1 0 "North Africa"
"1427" 1 1 1 0 "North Africa"
"1428" 1 1 1 0 "North Africa"
"1429" 1 1 1 0 "North Africa"
"1430" 1 1 1 0 "North Africa"
"1431" 1 1 1 0 "North Africa"
"1432" 1 1 1 0 "Rest of Africa"
"1433" 1 1 1 0 "North Africa"
"1434" 1 1 1 0 "North Africa"
"1435" 1 1 1 0 "North Africa"
"1436" 1 1 1 0 "North Africa"
"1437" 1 1 1 0 "American and Australia"
"1438" 1 1 1 0 "North Africa"
"1439" 1 1 1 0 "North Africa"
"1440" 1 1 0 0 "Asia"
"1441" 1 1 1 1 "North Africa"
"1442" 1 1 1 0 "North Africa"
"1443" 1 0 1 0 "Surinam"
"1444" 1 1 1 0 "North Africa"
"1445" 1 1 1 0 "North Africa"
"1446" 1 1 1 0 "Asia"
"1447" 1 1 1 0 "North Africa"
"1448" 1 1 0 0 "North Africa"
"1449" 1 1 1 0 "North Africa"
"1450" 1 1 1 0 "North Africa"
"1451" 1 1 1 0 "North Africa"
"1452" 1 1 1 1 "North Africa"
"1453" 1 1 1 1 "North Africa"
"1454" 1 1 0 0 "Asia"
"1455" 1 1 1 0 "North Africa"
"1456" 1 1 1 0 "North Africa"
"1457" 2 1 1 0 "North Africa"
"1458" 1 1 1 0 "North Africa"
"1459" 2 1 1 0 "North Africa"
"1460" 1 1 0 1 "North Africa"
"1461" 1 0 1 0 "North Africa"
"1462" 1 1 1 0 "Rest of Africa"
"1463" 1 1 1 0 "North Africa"
"1464" 1 1 1 1 "North Africa"
"1465" 1 1 1 1 "North Africa"
"1466" 1 1 1 0 "North Africa"
"1467" 1 1 1 0 "North Africa"
"1468" 1 1 1 0 "North Africa"
"1469" 1 1 1 0 "North Africa"
"1470" 1 0 1 0 "Rest of Africa"
"1471" 1 1 1 0 "North Africa"
"1472" 1 1 1 0 "North Africa"
"1473" 1 1 1 0 "North Africa"
"1474" 1 1 1 0 "North Africa"
"1475" 2 1 1 0 "North Africa"
"1476" 1 1 1 0 "North Africa"
"1477" 1 1 1 0 "North Africa"
"1478" 1 1 1 0 "North Africa"
"1479" 1 1 1 0 "North Africa"
"1480" 1 1 1 0 "North Africa"
"1481" 1 1 0 0 "American and Australia"
"1482" 1 1 1 0 "North Africa"
"1483" 1 1 1 0 "Asia"
"1484" 1 1 1 1 "North Africa"
"1485" 1 0 1 0 "American and Australia"
"1486" 2 1 0 0 "North Africa"
"1487" 2 1 1 0 "North Africa"
"1488" 1 1 1 0 "North Africa"
"1489" 1 1 1 0 "North Africa"
"1490" 1 1 1 0 "North Africa"
"1491" 1 1 1 0 "North Africa"
"1492" 1 1 1 0 "North Africa"
"1493" 1 1 1 0 "North Africa"
"1494" 1 1 1 0 "North Africa"
"1495" 1 1 1 0 "North Africa"
"1496" 1 1 1 0 "Rest of Africa"
"1497" 1 1 1 0 "Rest of Africa"
"1498" 1 1 1 1 "Rest of Africa"
"1499" 1 1 1 0 "North Africa"
"1500" 1 1 1 0 "Asia"
"1501" 1 1 1 0 "Asia"
"1502" 1 1 1 0 "Asia"
"1503" 1 0 1 0 "Rest of Africa"
"1504" 1 1 1 1 "North Africa"
"1505" 2 1 1 0 "North Africa"
"1506" 1 1 1 0 "North Africa"
"1507" 1 1 1 0 "North Africa"
"1508" 1 1 1 0 "North Africa"
"1509" 1 1 1 0 "North Africa"
"1510" 1 1 1 0 "North Africa"
"1511" 1 1 1 0 "American and Australia"
"1512" 1 1 1 0 "North Africa"
"1513" 1 1 1 0 "North Africa"
"1514" 1 1 1 0 "American and Australia"
"1515" 1 1 0 0 "Asia"
"1516" 1 1 1 0 "American and Australia"
"1517" 3 1 1 0 "North Africa"
"1518" 1 1 1 0 "North Africa"
"1519" 1 1 1 0 "North Africa"
"1520" 1 1 1 0 "North Africa"
"1521" 1 1 1 0 "North Africa"
"1522" 1 1 1 0 "North Africa"
"1523" 1 1 1 1 "North Africa"
"1524" 1 1 1 0 "North Africa"
"1525" 1 1 1 0 "North Africa"
"1526" 1 1 1 0 "North Africa"
"1527" 1 1 1 0 "Rest of Africa"
"1528" 1 1 1 0 "North Africa"
"1529" 1 1 1 0 "North Africa"
"1530" 1 1 1 0 "North Africa"
"1531" 2 1 1 1 "North Africa"
"1532" 1 1 1 0 "North Africa"
"1533" 1 1 1 1 "North Africa"
"1534" 1 1 1 0 "North Africa"
"1535" 1 0 1 0 "Rest of Africa"
"1536" 1 1 1 0 "Rest of Africa"
"1537" 1 1 1 0 "North Africa"
"1538" 1 1 1 0 "Asia"
"1539" 1 1 1 0 "Asia"
"1540" 1 1 1 0 "North Africa"
"1541" 3 1 1 1 "North Africa"
"1542" 1 1 1 0 "North Africa"
"1543" 1 1 1 0 "North Africa"
"1544" 1 1 1 1 "Rest of Africa"
"1545" 1 1 1 1 "Turkey"
"1546" 1 1 1 0 "North Africa"
"1547" 1 1 1 0 "North Africa"
"1548" 1 1 1 0 "North Africa"
"1549" 1 0 1 0 "Rest of Africa"
"1550" 1 0 1 0 "Rest of Africa"
"1551" 1 1 1 0 "North Africa"
"1552" 1 1 1 0 "North Africa"
"1553" 1 1 1 0 "North Africa"
"1554" 1 1 1 0 "North Africa"
"1555" 1 0 1 0 "American and Australia"
"1556" 1 1 1 0 "Asia"
"1557" 1 1 1 0 "North Africa"
"1558" 2 1 1 0 "American and Australia"
"1559" 1 0 1 0 "North Africa"
"1560" 1 1 1 1 "North Africa"
"1561" 1 1 1 0 "American and Australia"
"1562" 1 1 1 0 "North Africa"
"1563" 1 1 1 0 "North Africa"
"1564" 1 1 1 0 "North Africa"
"1565" 1 1 1 0 "North Africa"
"1566" 1 1 1 0 "American and Australia"
"1567" 1 1 1 0 "North Africa"
"1568" 1 1 1 0 "Rest of Africa"
"1569" 1 1 1 0 "North Africa"
"1570" 1 1 1 0 "North Africa"
"1571" 1 1 1 0 "North Africa"
"1572" 1 1 1 0 "North Africa"
"1573" 1 1 1 0 "North Africa"
"1574" 1 1 1 0 "North Africa"
"1575" 1 1 1 0 "North Africa"
"1576" 1 0 0 0 "Turkey"
"1577" 1 1 1 0 "North Africa"
"1578" 1 0 1 0 "North Africa"
"1579" 1 1 1 0 "North Africa"
"1580" 1 1 1 0 "American and Australia"
"1581" 1 1 1 0 "Turkey"
"1582" 1 1 1 0 "Asia"
"1583" 1 1 0 0 "Surinam"
"1584" 1 1 1 0 "Turkey"
"1585" 1 1 1 1 "Rest of Africa"
"1586" 1 1 1 0 "Surinam"
"1587" 1 1 1 0 "Asia"
"1588" 1 0 1 0 "Asia"
"1589" 1 1 1 0 "Asia"
"1590" 1 1 0 0 "North Africa"
"1591" 1 1 1 0 "Asia"
"1592" 1 0 1 0 "Asia"
"1593" 1 0 1 0 "North Africa"
"1594" 1 1 1 0 "North Africa"
"1595" 1 1 1 0 "Turkey"
"1596" 1 1 1 0 "Turkey"
"1597" 1 1 1 0 "North Africa"
"1598" 1 1 1 0 "North Africa"
"1599" 1 1 1 0 "Asia"
"1600" 1 1 1 0 "Asia"
"1601" 1 1 1 0 "North Africa"
"1602" 2 1 1 0 "Asia"
"1603" 1 1 1 0 "Asia"
"1604" 1 1 1 0 "Asia"
"1605" 1 0 1 0 "American and Australia"
"1606" 1 0 1 0 "Turkey"
"1607" 1 1 1 0 "Rest of Africa"
"1608" 1 1 1 0 "Rest of Africa"
"1609" 1 0 1 0 "North Africa"
"1610" 1 1 0 1 "North Africa"
"1611" 1 1 1 0 "North Africa"
"1612" 1 1 1 0 "Asia"
"1613" 1 1 1 0 "North Africa"
"1614" 1 1 0 0 "Turkey"
"1615" 1 1 1 0 "North Africa"
"1616" 1 1 0 1 "American and Australia"
"1617" 1 0 1 0 "North Africa"
"1618" 1 1 1 0 "North Africa"
"1619" 1 1 1 0 "North Africa"
"1620" 1 1 1 1 "North Africa"
"1621" 1 1 0 0 "North Africa"
"1622" 1 1 1 1 "North Africa"
"1623" 1 1 1 1 "Rest of Africa"
"1624" 1 1 1 1 "Rest of Africa"
"1625" 1 1 1 0 "Rest of Africa"
"1626" 1 1 1 1 "Rest of Africa"
"1627" 1 1 1 1 "Rest of Africa"
"1628" 1 1 0 0 "Rest of Africa"
"1629" 1 1 1 0 "North Africa"
"1630" 1 1 0 0 "American and Australia"
"1631" 1 1 1 0 "American and Australia"
"1632" 2 1 1 0 "Asia"
"1633" 1 1 1 0 "Asia"
"1634" 1 1 1 0 "Turkey"
"1635" 1 1 1 1 "North Africa"
"1636" 1 1 1 0 "Asia"
"1637" 1 1 1 0 "North Africa"
"1638" 1 1 1 0 "Turkey"
"1639" 2 1 1 1 "North Africa"
"1640" 1 1 1 0 "Rest of Africa"
"1641" 1 1 1 0 "Turkey"
"1642" 1 1 1 1 "Surinam"
"1643" 1 1 1 1 "North Africa"
"1644" 1 1 0 0 "North Africa"
"1645" 1 1 1 1 "Rest of Africa"
"1646" 1 0 1 0 "North Africa"
"1647" 1 1 1 0 "North Africa"
"1648" 1 1 1 1 "Asia"
"1649" 1 1 1 0 "Asia"
"1650" 1 1 1 0 "North Africa"
"1651" 1 1 1 0 "Rest of Africa"
"1652" 1 1 1 0 "Rest of Africa"
"1653" 1 1 0 0 "North Africa"
"1654" 1 1 1 0 "Rest of Africa"
"1655" 1 1 0 0 "North Africa"
"1656" 1 1 1 0 "North Africa"
"1657" 1 0 1 1 "Asia"
"1658" 1 1 1 0 "North Africa"
"1659" 1 1 1 0 "Asia"
"1660" 1 0 1 0 "Rest of Africa"
"1661" 1 0 1 0 "Rest of Africa"
"1662" 1 1 1 0 "North Africa"
"1663" 1 1 1 0 "American and Australia"
"1664" 1 1 1 1 "North Africa"
"1665" 1 1 1 0 "North Africa"
"1666" 1 1 1 0 "Turkey"
"1667" 1 1 1 0 "Turkey"
"1668" 1 1 0 0 "North Africa"
"1669" 1 1 1 0 "Asia"
"1670" 1 1 1 1 "North Africa"
"1671" 1 1 1 0 "American and Australia"
"1672" 1 1 1 0 "American and Australia"
"1673" 1 1 1 0 "American and Australia"
"1674" 1 1 1 1 "North Africa"
"1675" 1 1 1 0 "Asia"
"1676" 1 1 1 0 "Rest of Africa"
"1677" 1 0 1 0 "Rest of Africa"
"1678" 1 1 0 0 "Rest of Africa"
"1679" 1 1 0 0 "American and Australia"
"1680" 1 0 1 0 "Asia"
"1681" 2 1 1 1 "North Africa"
"1682" 1 1 1 0 "North Africa"
"1683" 1 1 1 1 "North Africa"
"1684" 1 1 1 0 "North Africa"
"1685" 1 0 1 0 "American and Australia"
"1686" 1 1 1 0 "Asia"
"1687" 1 1 1 0 "Asia"
"1688" 1 1 1 0 "Rest of Africa"
"1689" 1 1 1 1 "North Africa"
"1690" 1 1 1 0 "North Africa"
"1691" 1 1 1 0 "Asia"
"1692" 1 1 1 0 "Asia"
"1693" 1 1 1 0 "Asia"
"1694" 1 1 1 0 "Turkey"
"1695" 1 1 0 0 "North Africa"
"1696" 1 1 1 0 "Asia"
"1697" 1 1 0 0 "Surinam"
"1698" 1 1 1 0 "Asia"
"1699" 1 1 1 0 "Asia"
"1700" 1 1 0 0 "North Africa"
"1701" 1 1 1 0 "Rest of Africa"
"1702" 1 0 1 0 "Asia"
"1703" 1 1 1 1 "North Africa"
"1704" 1 1 1 1 "North Africa"
"1705" 1 1 1 0 "Rest of Africa"
"1706" 1 1 1 1 "North Africa"
"1707" 1 1 1 0 "North Africa"
"1708" 1 1 1 0 "North Africa"
"1709" 1 1 1 0 "North Africa"
"1710" 1 1 1 0 "Asia"
"1711" 1 0 1 0 "American and Australia"
"1712" 1 1 1 0 "North Africa"
"1713" 1 1 0 0 "Turkey"
"1714" 1 1 1 0 "Asia"
"1715" 1 1 0 0 "North Africa"
"1716" 1 1 1 0 "Asia"
"1717" 1 1 1 1 "Asia"
"1718" 1 1 1 0 "Asia"
"1719" 1 1 1 0 "Rest of Africa"
"1720" 1 1 1 1 "North Africa"
"1721" 1 0 1 0 "Asia"
"1722" 1 1 1 0 "North Africa"
"1723" 1 1 1 0 "Turkey"
"1724" 1 1 1 0 "Turkey"
"1725" 1 1 1 0 "Rest of Africa"
"1726" 1 1 1 0 "North Africa"
"1727" 1 0 1 0 "Rest of Africa"
"1728" 1 1 1 0 "North Africa"
"1729" 1 1 1 0 "North Africa"
"1730" 1 1 1 0 "Surinam"
"1731" 2 1 1 0 "North Africa"
"1732" 2 1 1 0 "North Africa"
"1733" 1 1 1 0 "North Africa"
"1734" 1 1 1 0 "Asia"
"1735" 2 1 0 0 "North Africa"
"1736" 1 1 1 1 "American and Australia"
"1737" 1 1 1 0 "Asia"
"1738" 1 1 1 0 "Asia"
"1739" 1 1 1 0 "North Africa"
"1740" 1 1 1 0 "North Africa"
"1741" 1 0 1 0 "Asia"
"1742" 1 1 1 1 "North Africa"
"1743" 1 1 1 0 "North Africa"
"1744" 1 1 1 0 "Asia"
"1745" 1 1 1 0 "Asia"
"1746" 1 1 1 0 "North Africa"
"1747" 1 1 1 0 "North Africa"
"1748" 1 1 1 0 "North Africa"
"1749" 1 1 1 1 "North Africa"
"1750" 1 1 1 0 "North Africa"
"1751" 2 1 1 0 "North Africa"
"1752" 1 1 1 0 "North Africa"
"1753" 1 1 1 0 "North Africa"
"1754" 1 1 1 0 "North Africa"
"1755" 1 1 1 0 "Asia"
"1756" 1 1 1 0 "Rest of Africa"
"1757" 1 1 0 0 "Asia"
"1758" 1 1 0 0 "Asia"
"1759" 1 1 1 0 "North Africa"
"1760" 3 1 1 0 "North Africa"
"1761" 1 1 1 0 "Asia"
"1762" 1 1 1 1 "Rest of Africa"
"1763" 2 1 1 0 "North Africa"
"1764" 1 1 1 0 "North Africa"
"1765" 1 1 1 0 "Turkey"
"1766" 1 1 1 0 "Turkey"
"1767" 1 1 1 0 "Asia"
"1768" 4 1 1 0 "North Africa"
"1769" 1 1 1 0 "Turkey"
"1770" 1 1 1 0 "Asia"
"1771" 1 1 1 0 "Asia"
"1772" 1 1 1 1 "Asia"
"1773" 1 1 1 0 "Asia"
"1774" 1 1 1 0 "Rest of Africa"
"1775" 1 1 1 0 "North Africa"
"1776" 1 1 1 0 "Rest of Africa"
"1777" 1 1 1 0 "Rest of Africa"
"1778" 1 1 1 0 "Rest of Africa"
"1779" 1 1 1 0 "Rest of Africa"
"1780" 1 1 1 0 "Rest of Africa"
"1781" 1 1 1 0 "Rest of Africa"
"1782" 1 0 1 0 "Asia"
"1783" 1 1 1 0 "Rest of Africa"
"1784" 1 1 1 0 "Rest of Africa"
"1785" 1 1 1 0 "Asia"
"1786" 1 1 1 0 "North Africa"
"1787" 1 1 1 0 "American and Australia"
"1788" 1 1 1 0 "Rest of Africa"
"1789" 2 1 1 1 "Rest of Africa"
"1790" 1 1 1 0 "Asia"
"1791" 1 1 1 1 "Asia"
"1792" 2 1 1 0 "American and Australia"
"1793" 1 1 0 0 "American and Australia"
"1794" 1 1 1 0 "North Africa"
"1795" 1 1 0 0 "North Africa"
"1796" 1 1 0 0 "North Africa"
"1797" 1 1 1 0 "Asia"
"1798" 1 1 1 0 "North Africa"
"1799" 1 1 1 0 "North Africa"
"1800" 1 1 1 1 "North Africa"
"1801" 1 1 0 0 "Turkey"
"1802" 1 0 1 1 "Rest of Africa"
"1803" 1 1 1 0 "North Africa"
"1804" 1 1 1 0 "Asia"
"1805" 1 1 1 0 "Asia"
"1806" 1 1 1 0 "North Africa"
"1807" 1 1 1 1 "Asia"
"1808" 1 1 0 1 "American and Australia"
"1809" 1 1 1 1 "North Africa"
"1810" 2 1 1 0 "North Africa"
"1811" 1 1 1 0 "Turkey"
"1812" 1 1 1 0 "North Africa"
"1813" 1 1 1 0 "North Africa"
"1814" 1 1 0 0 "North Africa"
"1815" 1 0 1 0 "North Africa"
"1816" 1 1 0 0 "North Africa"
"1817" 1 1 1 0 "North Africa"
"1818" 1 1 1 1 "North Africa"
"1819" 1 1 1 0 "North Africa"
"1820" 1 1 0 1 "North Africa"
"1821" 1 1 1 0 "Turkey"
"1822" 1 1 1 0 "North Africa"
"1823" 1 1 1 0 "Asia"
"1824" 1 1 1 0 "North Africa"
"1825" 1 1 1 0 "North Africa"
"1826" 1 1 1 0 "North Africa"
"1827" 1 1 1 1 "Rest of Africa"
"1828" 1 1 1 0 "North Africa"
"1829" 2 1 1 0 "North Africa"
"1830" 1 1 1 0 "Rest of Africa"
"1831" 1 1 1 0 "Asia"
"1832" 1 1 1 0 "North Africa"
"1833" 1 1 1 1 "North Africa"
"1834" 1 1 1 1 "Rest of Africa"
"1835" 1 1 1 0 "North Africa"
"1836" 1 1 1 1 "North Africa"
"1837" 1 1 0 0 "North Africa"
"1838" 1 1 1 0 "North Africa"
"1839" 1 1 1 1 "North Africa"
"1840" 1 1 1 0 "North Africa"
"1841" 1 0 1 0 "Rest of Africa"
"1842" 1 1 1 1 "North Africa"
"1843" 1 0 1 0 "American and Australia"
"1844" 1 1 1 0 "North Africa"
"1845" 1 1 1 0 "North Africa"
"1846" 1 1 1 0 "North Africa"
"1847" 1 1 1 0 "Rest of Africa"
"1848" 1 1 0 0 "Asia"
"1849" 1 1 0 0 "Turkey"
"1850" 1 1 1 0 "Asia"
"1851" 2 1 1 1 "North Africa"
"1852" 1 1 1 1 "North Africa"
"1853" 1 1 1 1 "North Africa"
"1854" 1 1 1 0 "North Africa"
"1855" 1 1 1 0 "Asia"
"1856" 1 1 1 1 "Asia"
"1857" 1 1 1 0 "North Africa"
"1858" 1 1 1 0 "North Africa"
"1859" 1 1 1 0 "Rest of Africa"
"1860" 1 1 0 0 "Asia"
"1861" 1 1 0 0 "North Africa"
"1862" 1 1 1 0 "Asia"
"1863" 1 1 1 0 "North Africa"
"1864" 1 0 1 0 "Rest of Africa"
"1865" 1 0 1 0 "Rest of Africa"
"1866" 1 1 1 0 "Rest of Africa"
"1867" 1 1 1 0 "North Africa"
"1868" 1 1 1 1 "North Africa"
"1869" 1 1 1 0 "North Africa"
"1870" 1 1 0 0 "North Africa"
"1871" 1 1 1 0 "American and Australia"
"1872" 1 1 1 0 "North Africa"
"1873" 1 1 1 0 "Asia"
"1874" 1 1 1 0 "Asia"
"1875" 1 1 1 0 "North Africa"
"1876" 1 1 1 0 "North Africa"
"1877" 1 1 1 0 "Rest of Africa"
"1878" 1 1 0 1 "Rest of Africa"
"1879" 1 1 1 1 "Asia"
"1880" 1 1 1 0 "Rest of Africa"
